,attention-class,class-score,track-title,artist,text-reading,bpm,lyric-count
504,FOCUSED,0.941036,Hotel California - 2013 Remaster,Eagles,116,147.1,275.0
505,FOCUSED,0.950891,Hotel California - 2013 Remaster,Eagles,519,147.1,275.0
506,DISTRACTED,0.451354,Hotel California - 2013 Remaster,Eagles,227,147.1,275.0
507,DISTRACTED,0.953905,Hotel California - 2013 Remaster,Eagles,459,147.1,275.0
508,DISTRACTED,0.841196,Hotel California - 2013 Remaster,Eagles,295,147.1,275.0
509,DISTRACTED,0.869185,Hotel California - 2013 Remaster,Eagles,466,147.1,275.0
510,DISTRACTED,0.900829,Hotel California - 2013 Remaster,Eagles,463,147.1,275.0
511,DISTRACTED,0.447302,Hotel California - 2013 Remaster,Eagles,257,147.1,275.0
512,DISTRACTED,0.944385,Hotel California - 2013 Remaster,Eagles,526,147.1,275.0
513,DISTRACTED,0.941718,Hotel California - 2013 Remaster,Eagles,450,147.1,275.0
514,FOCUSED,0.931138,Hotel California - 2013 Remaster,Eagles,176,147.1,275.0
515,DISTRACTED,0.924149,Hotel California - 2013 Remaster,Eagles,251,147.1,275.0
516,DISTRACTED,0.801595,Hotel California - 2013 Remaster,Eagles,528,147.1,275.0
517,DISTRACTED,0.958936,Hotel California - 2013 Remaster,Eagles,459,147.1,275.0
518,DISTRACTED,0.9504,Hotel California - 2013 Remaster,Eagles,440,147.1,275.0
519,DISTRACTED,0.964605,Hotel California - 2013 Remaster,Eagles,444,147.1,275.0
520,DISTRACTED,0.965199,Hotel California - 2013 Remaster,Eagles,467,147.1,275.0
521,DISTRACTED,0.960046,Hotel California - 2013 Remaster,Eagles,486,147.1,275.0
522,DISTRACTED,0.909019,Play That Funky Music,Wild Cherry,544,109.4,454.0
523,DISTRACTED,0.96283,Play That Funky Music,Wild Cherry,518,109.4,454.0
524,DISTRACTED,0.958235,Play That Funky Music,Wild Cherry,533,109.4,454.0
525,DISTRACTED,0.896701,Play That Funky Music,Wild Cherry,543,109.4,454.0
526,DISTRACTED,0.958758,Play That Funky Music,Wild Cherry,508,109.4,454.0
527,DISTRACTED,0.966353,Play That Funky Music,Wild Cherry,507,109.4,454.0
528,FOCUSED,0.968311,Play That Funky Music,Wild Cherry,483,109.4,454.0
529,FOCUSED,0.957053,Play That Funky Music,Wild Cherry,239,109.4,454.0
530,FOCUSED,0.95164,Play That Funky Music,Wild Cherry,316,109.4,454.0
531,DISTRACTED,0.47008,Come Together - Remastered 2009,The Beatles,626,164.06,275.0
532,DISTRACTED,0.55749,Come Together - Remastered 2009,The Beatles,659,164.06,275.0
533,DISTRACTED,0.813156,Come Together - Remastered 2009,The Beatles,659,164.06,275.0
534,DISTRACTED,0.805616,Come Together - Remastered 2009,The Beatles,667,164.06,275.0
535,FOCUSED,0.945979,Come Together - Remastered 2009,The Beatles,437,164.06,275.0
536,DISTRACTED,0.779082,Come Together - Remastered 2009,The Beatles,604,164.06,275.0
537,DISTRACTED,0.918787,Come Together - Remastered 2009,The Beatles,634,164.06,275.0
538,DISTRACTED,0.951684,Come Together - Remastered 2009,The Beatles,619,164.06,275.0
539,FOCUSED,0.535163,Come Together - Remastered 2009,The Beatles,431,164.06,275.0
540,DISTRACTED,0.933854,Come Together - Remastered 2009,The Beatles,527,164.06,275.0
541,FOCUSED,0.967807,Sir Duke,Stevie Wonder,542,107.39,275.0
542,FOCUSED,0.952197,Sir Duke,Stevie Wonder,652,107.39,275.0
543,FOCUSED,0.94836,Sir Duke,Stevie Wonder,579,107.39,275.0
544,FOCUSED,0.945959,Sir Duke,Stevie Wonder,544,107.39,275.0
545,FOCUSED,0.949645,Sir Duke,Stevie Wonder,547,107.39,275.0
546,FOCUSED,0.949424,Sir Duke,Stevie Wonder,454,107.39,275.0
547,FOCUSED,0.955679,Sir Duke,Stevie Wonder,415,107.39,275.0
548,FOCUSED,0.970679,Sir Duke,Stevie Wonder,441,107.39,275.0
549,FOCUSED,0.956976,Sir Duke,Stevie Wonder,434,107.39,275.0
550,FOCUSED,0.94636,Sir Duke,Stevie Wonder,401,107.39,275.0
551,FOCUSED,0.953724,Intergalactic - Remastered 2009,Beastie Boys,454,135.0,275.0
552,FOCUSED,0.834016,Intergalactic - Remastered 2009,Beastie Boys,419,135.0,275.0
553,FOCUSED,0.956284,Intergalactic - Remastered 2009,Beastie Boys,476,135.0,275.0
554,FOCUSED,0.935312,Intergalactic - Remastered 2009,Beastie Boys,458,135.0,275.0
555,FOCUSED,0.982126,Intergalactic - Remastered 2009,Beastie Boys,403,135.0,275.0
556,FOCUSED,0.920999,Intergalactic - Remastered 2009,Beastie Boys,434,135.0,275.0
557,FOCUSED,0.968861,Intergalactic - Remastered 2009,Beastie Boys,519,135.0,275.0
558,FOCUSED,0.952903,Intergalactic - Remastered 2009,Beastie Boys,456,135.0,275.0
559,FOCUSED,0.9676,Intergalactic - Remastered 2009,Beastie Boys,466,135.0,275.0
560,FOCUSED,0.979991,Intergalactic - Remastered 2009,Beastie Boys,463,135.0,275.0
561,FOCUSED,0.938154,Take Five,The Dave Brubeck Quartet,268,172.3,275.0
562,FOCUSED,0.956721,Take Five,The Dave Brubeck Quartet,278,172.3,275.0
563,FOCUSED,0.969343,Take Five,The Dave Brubeck Quartet,496,172.3,275.0
564,FOCUSED,0.961547,Take Five,The Dave Brubeck Quartet,498,172.3,275.0
565,FOCUSED,0.942895,Take Five,The Dave Brubeck Quartet,227,172.3,275.0
566,FOCUSED,0.963826,Take Five,The Dave Brubeck Quartet,413,172.3,275.0
567,FOCUSED,0.960001,Take Five,The Dave Brubeck Quartet,471,172.3,275.0
568,FOCUSED,0.956795,Take Five,The Dave Brubeck Quartet,449,172.3,275.0
569,FOCUSED,0.954242,Take Five,The Dave Brubeck Quartet,420,172.3,275.0
570,FOCUSED,0.954776,Take Five,The Dave Brubeck Quartet,453,172.3,275.0
571,FOCUSED,0.951119,Take Five,The Dave Brubeck Quartet,298,172.3,275.0
572,FOCUSED,0.954475,Take Five,The Dave Brubeck Quartet,267,172.3,275.0
573,FOCUSED,0.955024,Take Five,The Dave Brubeck Quartet,454,172.3,275.0
574,FOCUSED,0.956402,Insane in the Brain,Cypress Hill,252,102.1,487.0
575,FOCUSED,0.959987,Insane in the Brain,Cypress Hill,287,102.1,487.0
576,FOCUSED,0.975324,Insane in the Brain,Cypress Hill,487,102.1,487.0
577,FOCUSED,0.947226,Insane in the Brain,Cypress Hill,445,102.1,487.0
578,FOCUSED,0.938225,Insane in the Brain,Cypress Hill,447,102.1,487.0
579,FOCUSED,0.960676,Insane in the Brain,Cypress Hill,468,102.1,487.0
580,FOCUSED,0.94359,Linus And Lucy,Vince Guaraldi Trio,463,164.06,275.0
581,FOCUSED,0.94187,Linus And Lucy,Vince Guaraldi Trio,512,164.06,275.0
582,FOCUSED,0.966469,Linus And Lucy,Vince Guaraldi Trio,335,164.06,275.0
583,FOCUSED,0.942857,Linus And Lucy,Vince Guaraldi Trio,457,164.06,275.0
584,FOCUSED,0.953705,Linus And Lucy,Vince Guaraldi Trio,518,164.06,275.0
585,FOCUSED,0.94559,Come Together - Remastered 2009,The Beatles,425,164.06,275.0
586,FOCUSED,0.960437,Come Together - Remastered 2009,The Beatles,768,164.06,275.0
587,FOCUSED,0.954155,Come Together - Remastered 2009,The Beatles,724,164.06,275.0
588,FOCUSED,0.959459,Come Together - Remastered 2009,The Beatles,527,164.06,275.0
589,FOCUSED,0.955068,Come Together - Remastered 2009,The Beatles,337,164.06,275.0
590,FOCUSED,0.963969,Come Together - Remastered 2009,The Beatles,454,164.06,275.0
591,FOCUSED,0.953302,Come Together - Remastered 2009,The Beatles,60,164.06,275.0
592,FOCUSED,0.964127,Come Together - Remastered 2009,The Beatles,40,164.06,275.0
593,FOCUSED,0.952347,Take Five,The Dave Brubeck Quartet,6,172.3,275.0
594,FOCUSED,0.890312,Take Five,The Dave Brubeck Quartet,46,172.3,275.0
595,FOCUSED,0.963664,Take Five,The Dave Brubeck Quartet,292,172.3,275.0
596,FOCUSED,0.96305,Take Five,The Dave Brubeck Quartet,168,172.3,275.0
597,FOCUSED,0.945441,Take Five,The Dave Brubeck Quartet,253,172.3,275.0
598,FOCUSED,0.957685,Take Five,The Dave Brubeck Quartet,71,172.3,275.0
599,FOCUSED,0.957634,Take Five,The Dave Brubeck Quartet,105,172.3,275.0
600,FOCUSED,0.95713,Take Five,The Dave Brubeck Quartet,103,172.3,275.0
601,FOCUSED,0.952648,Take Five,The Dave Brubeck Quartet,165,172.3,275.0
602,FOCUSED,0.933406,Take Five,The Dave Brubeck Quartet,8,172.3,275.0
603,FOCUSED,0.961173,Take Five,The Dave Brubeck Quartet,246,172.3,275.0
604,FOCUSED,0.955358,Take Five,The Dave Brubeck Quartet,230,172.3,275.0
605,FOCUSED,0.964399,Take Five,The Dave Brubeck Quartet,234,172.3,275.0
606,FOCUSED,0.96905,Take Five,The Dave Brubeck Quartet,508,172.3,275.0
607,FOCUSED,0.804032,Take Five,The Dave Brubeck Quartet,486,172.3,275.0
608,FOCUSED,0.955391,Take Five,The Dave Brubeck Quartet,296,172.3,275.0
609,FOCUSED,0.95886,One Nation Under a Groove,Funkadelic,354,122.3,645.0
610,FOCUSED,0.946055,One Nation Under a Groove,Funkadelic,346,122.3,645.0
611,FOCUSED,0.95535,One Nation Under a Groove,Funkadelic,427,122.3,645.0
612,FOCUSED,0.944723,One Nation Under a Groove,Funkadelic,295,122.3,645.0
613,FOCUSED,0.957896,One Nation Under a Groove,Funkadelic,314,122.3,645.0
614,FOCUSED,0.967012,One Nation Under a Groove,Funkadelic,328,122.3,645.0
615,FOCUSED,0.950866,One Nation Under a Groove,Funkadelic,311,122.3,645.0
616,FOCUSED,0.961856,One Nation Under a Groove,Funkadelic,316,122.3,645.0
617,FOCUSED,0.953478,One Nation Under a Groove,Funkadelic,421,122.3,645.0
618,FOCUSED,0.960072,One Nation Under a Groove,Funkadelic,351,122.3,645.0
619,FOCUSED,0.960072,One Nation Under a Groove,Funkadelic,439,122.3,645.0
620,FOCUSED,0.960022,One Nation Under a Groove,Funkadelic,172,122.3,645.0
621,DISTRACTED,0.949417,One Nation Under a Groove,Funkadelic,467,122.3,645.0
622,FOCUSED,0.957115,One Nation Under a Groove,Funkadelic,373,122.3,645.0
623,FOCUSED,0.954833,One Nation Under a Groove,Funkadelic,328,122.3,645.0
624,DISTRACTED,0.490786,One Nation Under a Groove,Funkadelic,309,122.3,645.0
625,FOCUSED,0.968393,One Nation Under a Groove,Funkadelic,272,122.3,645.0
626,FOCUSED,0.964715,One Nation Under a Groove,Funkadelic,343,122.3,645.0
627,FOCUSED,0.95939,One Nation Under a Groove,Funkadelic,362,122.3,645.0
628,FOCUSED,0.964108,One Nation Under a Groove,Funkadelic,331,122.3,645.0
629,FOCUSED,0.9587,One Nation Under a Groove,Funkadelic,309,122.3,645.0
630,FOCUSED,0.959398,One Nation Under a Groove,Funkadelic,321,122.3,645.0
631,FOCUSED,0.957843,Mood Indigo,Frank Sinatra,322,128.0,135.0
632,FOCUSED,0.950011,Mood Indigo,Frank Sinatra,463,128.0,135.0
633,FOCUSED,0.882474,Mood Indigo,Frank Sinatra,332,128.0,135.0
634,FOCUSED,0.95659,Mood Indigo,Frank Sinatra,390,128.0,135.0
635,FOCUSED,0.960406,Mood Indigo,Frank Sinatra,474,128.0,135.0
636,FOCUSED,0.960628,Mood Indigo,Frank Sinatra,361,128.0,135.0
637,FOCUSED,0.961425,Mood Indigo,Frank Sinatra,405,128.0,135.0
638,FOCUSED,0.957685,Mood Indigo,Frank Sinatra,376,128.0,135.0
639,FOCUSED,0.961856,Reptilia,The Strokes,723,157.8,191.0
640,DISTRACTED,0.357648,Reptilia,The Strokes,710,157.8,191.0
641,FOCUSED,0.965044,Reptilia,The Strokes,671,157.8,191.0
642,DISTRACTED,0.939,Reptilia,The Strokes,630,157.8,191.0
643,FOCUSED,0.957401,Reptilia,The Strokes,589,157.8,191.0
644,FOCUSED,0.969018,Reptilia,The Strokes,630,157.8,191.0
645,FOCUSED,0.952556,Reptilia,The Strokes,643,157.8,191.0
646,FOCUSED,0.961916,Reptilia,The Strokes,637,157.8,191.0
647,FOCUSED,0.967108,Reptilia,The Strokes,668,157.8,191.0
648,FOCUSED,0.888609,A Horse with No Name,"America, George Martin",627,135.0,275.0
649,FOCUSED,0.968544,A Horse with No Name,"America, George Martin",654,135.0,275.0
650,FOCUSED,0.958384,A Horse with No Name,"America, George Martin",574,135.0,275.0
651,DISTRACTED,0.368787,A Horse with No Name,"America, George Martin",590,135.0,275.0
652,FOCUSED,0.955628,A Horse with No Name,"America, George Martin",202,135.0,275.0
653,FOCUSED,0.968821,A Horse with No Name,"America, George Martin",590,135.0,275.0
654,FOCUSED,0.962208,A Horse with No Name,"America, George Martin",489,135.0,275.0
655,FOCUSED,0.960044,A Horse with No Name,"America, George Martin",487,135.0,275.0
656,FOCUSED,0.963418,A Horse with No Name,"America, George Martin",575,135.0,275.0
657,FOCUSED,0.953951,A Horse with No Name,"America, George Martin",470,135.0,275.0
658,FOCUSED,0.958906,A Horse with No Name,"America, George Martin",588,135.0,275.0
659,FOCUSED,0.955684,"Shook Ones, Pt. II",Mobb Deep,472,93.8,830.0
660,FOCUSED,0.905674,"Shook Ones, Pt. II",Mobb Deep,626,93.8,830.0
661,FOCUSED,0.965907,"Shook Ones, Pt. II",Mobb Deep,677,93.8,830.0
662,FOCUSED,0.963683,"Shook Ones, Pt. II",Mobb Deep,610,93.8,830.0
663,FOCUSED,0.964514,"Shook Ones, Pt. II",Mobb Deep,629,93.8,830.0
664,FOCUSED,0.95738,"Shook Ones, Pt. II",Mobb Deep,816,93.8,830.0
665,FOCUSED,0.959958,"Shook Ones, Pt. II",Mobb Deep,769,93.8,830.0
666,FOCUSED,0.951393,"Shook Ones, Pt. II",Mobb Deep,889,93.8,830.0
667,FOCUSED,0.955059,"Shook Ones, Pt. II",Mobb Deep,714,93.8,830.0
668,DISTRACTED,0.283719,"Shook Ones, Pt. II",Mobb Deep,852,93.8,830.0
669,FOCUSED,0.967304,"Shook Ones, Pt. II",Mobb Deep,740,93.8,830.0
670,DISTRACTED,0.251691,"Shook Ones, Pt. II",Mobb Deep,724,93.8,830.0
671,FOCUSED,0.958811,"Shook Ones, Pt. II",Mobb Deep,825,93.8,830.0
672,FOCUSED,0.959685,"Shook Ones, Pt. II",Mobb Deep,698,93.8,830.0
673,FOCUSED,0.95565,"Shook Ones, Pt. II",Mobb Deep,677,93.8,830.0
674,FOCUSED,0.947579,California Soul,Marlena Shaw,723,94.8,180.0
675,FOCUSED,0.95755,California Soul,Marlena Shaw,710,94.8,180.0
676,FOCUSED,0.961741,California Soul,Marlena Shaw,705,94.8,180.0
677,FOCUSED,0.962743,California Soul,Marlena Shaw,708,94.8,180.0
678,FOCUSED,0.944901,California Soul,Marlena Shaw,713,94.8,180.0
679,FOCUSED,0.957235,California Soul,Marlena Shaw,730,94.8,180.0
680,DISTRACTED,0.812864,California Soul,Marlena Shaw,664,94.8,180.0
681,DISTRACTED,0.742299,Big Poppa - 2005 Remaster,The Notorious B.I.G.,659,84.55,275.0
682,FOCUSED,0.953574,Big Poppa - 2005 Remaster,The Notorious B.I.G.,684,84.55,275.0
683,FOCUSED,0.960757,Big Poppa - 2005 Remaster,The Notorious B.I.G.,703,84.55,275.0
684,FOCUSED,0.957352,Big Poppa - 2005 Remaster,The Notorious B.I.G.,722,84.55,275.0
685,FOCUSED,0.957374,Big Poppa - 2005 Remaster,The Notorious B.I.G.,706,84.55,275.0
686,FOCUSED,0.958609,Big Poppa - 2005 Remaster,The Notorious B.I.G.,641,84.55,275.0
687,DISTRACTED,0.296427,Big Poppa - 2005 Remaster,The Notorious B.I.G.,657,84.55,275.0
688,FOCUSED,0.960567,Big Poppa - 2005 Remaster,The Notorious B.I.G.,653,84.55,275.0
689,FOCUSED,0.957941,Big Poppa - 2005 Remaster,The Notorious B.I.G.,757,84.55,275.0
690,FOCUSED,0.946356,Big Poppa - 2005 Remaster,The Notorious B.I.G.,676,84.55,275.0
691,FOCUSED,0.950777,Big Poppa - 2005 Remaster,The Notorious B.I.G.,739,84.55,275.0
692,FOCUSED,0.956525,Jump Around,House Of Pain,640,106.83,513.0
693,FOCUSED,0.952223,Jump Around,House Of Pain,647,106.83,513.0
694,FOCUSED,0.957583,Jump Around,House Of Pain,767,106.83,513.0
695,FOCUSED,0.9454,Jump Around,House Of Pain,777,106.83,513.0
696,FOCUSED,0.958756,Jump Around,House Of Pain,651,106.83,513.0
697,DISTRACTED,0.746219,Jump Around,House Of Pain,759,106.83,513.0
698,FOCUSED,0.919041,Jump Around,House Of Pain,734,106.83,513.0
699,FOCUSED,0.955597,Jump Around,House Of Pain,734,106.83,513.0
700,DISTRACTED,0.264145,Jump Around,House Of Pain,740,106.83,513.0
701,FOCUSED,0.957397,California Love,2Pac,615,182.94,587.0
702,DISTRACTED,0.277916,California Love,2Pac,664,182.94,587.0
703,FOCUSED,0.952261,California Love,2Pac,602,182.94,587.0
704,FOCUSED,0.739368,California Love,2Pac,619,182.94,587.0
705,FOCUSED,0.949399,California Love,2Pac,637,182.94,587.0
706,DISTRACTED,0.291736,California Love,2Pac,581,182.94,587.0
707,FOCUSED,0.957278,California Love,2Pac,626,182.94,587.0
708,DISTRACTED,0.294666,California Love,2Pac,624,182.94,587.0
709,FOCUSED,0.949209,California Love,2Pac,721,182.94,587.0
710,FOCUSED,0.965486,California Love,2Pac,770,182.94,587.0
711,FOCUSED,0.948399,California Love,2Pac,700,182.94,587.0
712,FOCUSED,0.941731,California Love,2Pac,664,182.94,587.0
713,FOCUSED,0.959064,California Love,2Pac,674,182.94,587.0
714,FOCUSED,0.975482,California Love,2Pac,749,182.94,587.0
715,FOCUSED,0.957903,California Love,2Pac,663,182.94,587.0
716,DISTRACTED,0.271368,Birdland,Weather Report,669,156.6,275.0
717,DISTRACTED,0.926656,Birdland,Weather Report,590,156.6,275.0
718,FOCUSED,0.921677,Birdland,Weather Report,159,156.6,275.0
719,FOCUSED,0.945275,Birdland,Weather Report,562,156.6,275.0
720,DISTRACTED,0.716693,Birdland,Weather Report,528,156.6,275.0
721,DISTRACTED,0.283,Birdland,Weather Report,571,156.6,275.0
722,FOCUSED,0.961232,Birdland,Weather Report,571,156.6,275.0
723,FOCUSED,0.910181,Birdland,Weather Report,506,156.6,275.0
724,FOCUSED,0.967787,Birdland,Weather Report,643,156.6,275.0
725,FOCUSED,0.964374,Birdland,Weather Report,536,156.6,275.0
726,FOCUSED,0.961591,Birdland,Weather Report,569,156.6,275.0
727,DISTRACTED,0.407818,Birdland,Weather Report,577,156.6,275.0
728,FOCUSED,0.959417,Birdland,Weather Report,202,156.6,275.0
729,DISTRACTED,0.874634,Birdland,Weather Report,563,156.6,275.0
730,FOCUSED,0.909626,Birdland,Weather Report,574,156.6,275.0
731,FOCUSED,0.934823,Birdland,Weather Report,554,156.6,275.0
732,FOCUSED,0.930648,Birdland,Weather Report,567,156.6,275.0
733,FOCUSED,0.96431,Pusherman,Curtis Mayfield,576,126.43,302.0
734,DISTRACTED,0.948222,Pusherman,Curtis Mayfield,573,126.43,302.0
735,FOCUSED,0.959644,Pusherman,Curtis Mayfield,603,126.43,302.0
736,DISTRACTED,0.921636,Pusherman,Curtis Mayfield,571,126.43,302.0
737,FOCUSED,0.959642,Pusherman,Curtis Mayfield,580,126.43,302.0
738,DISTRACTED,0.961702,Pusherman,Curtis Mayfield,634,126.43,302.0
739,FOCUSED,0.919501,Pusherman,Curtis Mayfield,591,126.43,302.0
740,FOCUSED,0.963991,Pusherman,Curtis Mayfield,636,126.43,302.0
741,FOCUSED,0.960337,Pusherman,Curtis Mayfield,611,126.43,302.0
742,FOCUSED,0.957985,Pusherman,Curtis Mayfield,578,126.43,302.0
743,DISTRACTED,0.92477,Pusherman,Curtis Mayfield,589,126.43,302.0
744,FOCUSED,0.962164,Pusherman,Curtis Mayfield,650,126.43,302.0
745,FOCUSED,0.938882,Pusherman,Curtis Mayfield,391,126.43,302.0
746,FOCUSED,0.966533,Pusherman,Curtis Mayfield,666,126.43,302.0
747,DISTRACTED,0.393574,Hypnotize - 2007 Remaster,The Notorious B.I.G.,608,94.0,275.0
748,FOCUSED,0.973374,Hypnotize - 2007 Remaster,The Notorious B.I.G.,613,94.0,275.0
749,FOCUSED,0.952632,Hypnotize - 2007 Remaster,The Notorious B.I.G.,396,94.0,275.0
